,Year,quarter,Departure,Arrival,miles_distance,daily_passengers,average_fare
1367,2013,4,"Las Vegas, NV","Philadelphia, PA",2176,1541,184.75
1368,2011,1,"Las Vegas, NV","Phoenix, AZ",256,1920,128.68
1369,2011,2,"Las Vegas, NV","Phoenix, AZ",256,1803,132.9
1370,2011,3,"Las Vegas, NV","Phoenix, AZ",255,1618,126.37
1371,2011,4,"Las Vegas, NV","Phoenix, AZ",276,1751,126.24
1372,2012,1,"Las Vegas, NV","Phoenix, AZ",276,1674,127.7
1373,2012,2,"Las Vegas, NV","Phoenix, AZ",276,1718,109.94
1374,2012,3,"Las Vegas, NV","Phoenix, AZ",276,1628,109.13
1375,2012,4,"Las Vegas, NV","Phoenix, AZ",276,1797,115.04
1376,2013,1,"Las Vegas, NV","Phoenix, AZ",276,1981,120.42
1377,2013,2,"Las Vegas, NV","Phoenix, AZ",276,1778,120.41
1378,2013,3,"Las Vegas, NV","Phoenix, AZ",255,1360,130.87
1379,2013,4,"Las Vegas, NV","Phoenix, AZ",276,1642,124.75
1380,2011,1,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,5157,135.65
1381,2011,2,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,5914,139.93
1382,2011,3,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,6318,128.33
1383,2011,4,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,5896,124.0
1384,2012,1,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,5700,120.66
1385,2012,2,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,6160,132.84
1386,2012,3,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,6173,126.21
1387,2012,4,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,5537,133.78
1388,2013,1,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,5397,141.14
1389,2013,2,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,5952,142.13
1390,2013,3,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,5578,152.74
1391,2013,4,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,5388,142.88
1392,2011,1,"Las Vegas, NV","Seattle, WA",866,2033,153.45
1393,2011,2,"Las Vegas, NV","Seattle, WA",866,2400,159.54
1394,2011,3,"Las Vegas, NV","Seattle, WA",867,2285,150.25
1395,2011,4,"Las Vegas, NV","Seattle, WA",867,2083,146.31
1396,2012,1,"Las Vegas, NV","Seattle, WA",867,1990,153.03
1397,2012,2,"Las Vegas, NV","Seattle, WA",867,2285,162.73
1398,2012,3,"Las Vegas, NV","Seattle, WA",867,1986,162.85
1399,2012,4,"Las Vegas, NV","Seattle, WA",867,1926,171.61
1400,2013,1,"Las Vegas, NV","Seattle, WA",867,2128,165.34
1401,2013,2,"Las Vegas, NV","Seattle, WA",867,2489,154.43
1402,2013,3,"Las Vegas, NV","Seattle, WA",867,2178,158.38
1403,2013,4,"Las Vegas, NV","Seattle, WA",867,1984,168.77
1404,2011,1,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,2740,267.71
1405,2011,2,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,2919,253.23
1406,2011,3,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,2572,252.96
1407,2011,4,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,2879,267.39
1408,2012,1,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,3063,269.83
1409,2012,2,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,3004,269.99
1410,2012,3,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,2587,262.71
1411,2012,4,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,2977,281.33
1412,2013,1,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,3182,286.03
1413,2013,2,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,3102,270.13
1414,2013,3,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,2681,273.46
1415,2013,4,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,3101,286.79
1416,2011,1,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1536,1596,252.43
1417,2011,2,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1536,1871,233.22
1418,2011,3,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1991,237.22
1419,2011,4,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1693,246.44
1420,2012,1,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1557,264.53
1421,2012,2,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1701,276.13
1422,2012,3,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1757,266.46
1423,2012,4,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1642,274.88
1424,2013,1,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1524,282.16
1425,2013,2,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1755,279.68
1426,2013,3,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1797,285.27
1427,2013,4,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1762,259.27
1428,2011,1,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,8945,341.55
1429,2011,2,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,10857,359.89
1430,2011,3,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,10761,361.48
1431,2011,4,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,10331,350.25
1432,2012,1,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,9181,334.74
1433,2012,2,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,11451,362.32
1434,2012,3,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,11053,353.77
1435,2012,4,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,10595,356.72
1436,2013,1,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,9433,366.88
1437,2013,2,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,12088,352.8
1438,2013,3,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,11762,362.74
1439,2013,4,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,11616,354.93
1440,2011,1,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2217,1759,249.46
1441,2011,2,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2217,1922,252.12
1442,2011,3,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2218,1784,246.23
1443,2011,4,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2218,1809,258.58
1444,2012,1,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2218,1762,260.45
1445,2012,2,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2218,1871,275.64
1446,2012,3,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2218,1790,253.96
1447,2012,4,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2218,1881,255.53
1448,2013,1,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2218,1860,263.28
1449,2013,2,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2218,2034,257.43
1450,2013,3,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2218,1835,266.53
1451,2013,4,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2218,1854,273.78
1452,2011,1,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2401,1413,312.05
1453,2011,2,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2401,1872,311.02
1454,2011,3,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,1849,321.66
1455,2011,4,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,1736,310.73
1456,2012,1,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,1485,281.05
1457,2012,2,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,2437,257.37
1458,2012,3,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,2342,256.57
1459,2012,4,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,2094,273.96
1460,2013,1,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,1730,276.87
1461,2013,2,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,2109,286.05
1462,2013,3,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,2029,297.51
1463,2013,4,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,2088,272.93
1464,2011,1,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",370,4920,132.18
1465,2011,2,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",370,5022,133.59
1466,2011,3,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",370,4438,134.42
1467,2011,4,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",370,5035,134.55
1468,2012,1,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",392,5025,133.69
1469,2012,2,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",392,4925,133.23
1470,2012,3,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",392,4470,125.82
1471,2012,4,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",370,4977,128.07
1472,2013,1,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",370,4949,133.92
1473,2013,2,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",370,4813,134.85
1474,2013,3,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",370,3970,154.74
1475,2013,4,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",370,4701,139.91
1476,2011,1,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",372,17727,128.11
1477,2011,2,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",372,19019,135.46
1478,2011,3,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",372,18777,131.04
1479,2011,4,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",372,19595,134.36
1480,2012,1,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",372,18311,125.52
1481,2012,2,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",372,19720,134.34
1482,2012,3,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",372,19630,122.08
1483,2012,4,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",372,19936,132.5
1484,2013,1,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",372,18027,135.06
1485,2013,2,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",372,20169,134.76
1486,2013,3,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",372,18578,141.36
1487,2013,4,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",372,20657,129.42
1488,2011,1,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,5350,144.47
1489,2011,2,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,6417,158.49
1490,2011,3,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,6679,168.01
1491,2011,4,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,5807,172.71
1492,2012,1,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,5360,147.57
1493,2012,2,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,6180,169.51
1494,2012,3,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,6119,176.31
1495,2012,4,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,5675,177.62
1496,2013,1,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,5334,166.19
1497,2013,2,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,6486,169.54
1498,2013,3,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,7094,166.69
1499,2013,4,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,6178,164.32
1500,2011,1,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",1501,1288,229.22
1501,2011,2,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",1501,678,219.75
1502,2011,3,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",1501,484,221.75
1503,2011,4,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",1501,705,249.53
1504,2012,1,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",1501,1266,258.64
1505,2012,2,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",1501,682,253.64
1506,2012,3,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",1501,513,231.09
1507,2012,4,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",1501,767,243.01
1508,2013,1,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",1501,1351,252.52
1509,2013,2,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",1501,639,255.12
1510,2013,3,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",1501,442,265.65
1511,2013,4,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",1501,765,244.62
1512,2011,1,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",1139,14855,174.61
1513,2011,2,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",1139,15128,166.01
1514,2011,3,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",1139,13561,152.51
1515,2011,4,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",1139,14556,173.73
1516,2012,1,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",1139,14909,187.63
1517,2012,2,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",1139,14351,178.68
1518,2012,3,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",1139,12452,166.3
1519,2012,4,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",1139,13871,179.0
1520,2013,1,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",1139,15907,193.31
1521,2013,2,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",1139,13946,173.15
1522,2013,3,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",1139,12086,183.26
1523,2013,4,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",1139,13797,203.91
1524,2011,1,"Miami, FL (Metropolitan Area)","Orlando, FL",193,566,141.05
1525,2011,2,"Miami, FL (Metropolitan Area)","Orlando, FL",193,583,145.33
1526,2011,3,"Miami, FL (Metropolitan Area)","Orlando, FL",192,530,140.79
1527,2011,4,"Miami, FL (Metropolitan Area)","Orlando, FL",192,589,130.65
1528,2012,1,"Miami, FL (Metropolitan Area)","Orlando, FL",192,616,136.36
1529,2012,2,"Miami, FL (Metropolitan Area)","Orlando, FL",192,553,136.86
1530,2012,3,"Miami, FL (Metropolitan Area)","Orlando, FL",192,533,129.56
1531,2012,4,"Miami, FL (Metropolitan Area)","Orlando, FL",192,545,130.57
1532,2013,1,"Miami, FL (Metropolitan Area)","Orlando, FL",192,460,142.99
1533,2013,2,"Miami, FL (Metropolitan Area)","Orlando, FL",192,423,128.49
1534,2013,3,"Miami, FL (Metropolitan Area)","Orlando, FL",192,354,147.94
1535,2013,4,"Miami, FL (Metropolitan Area)","Orlando, FL",192,361,154.78
1536,2011,1,"Miami, FL (Metropolitan Area)","Philadelphia, PA",1013,2102,185.6
1537,2011,2,"Miami, FL (Metropolitan Area)","Philadelphia, PA",1013,2064,188.92
1538,2011,3,"Miami, FL (Metropolitan Area)","Philadelphia, PA",1013,1492,187.8
1539,2011,4,"Miami, FL (Metropolitan Area)","Philadelphia, PA",1013,2078,189.76
1540,2012,1,"Miami, FL (Metropolitan Area)","Philadelphia, PA",1013,2033,205.58
1541,2012,2,"Miami, FL (Metropolitan Area)","Philadelphia, PA",1013,2021,195.72
1542,2012,3,"Miami, FL (Metropolitan Area)","Philadelphia, PA",1013,1469,179.01
1543,2012,4,"Miami, FL (Metropolitan Area)","Philadelphia, PA",1013,2095,173.84
1544,2013,1,"Miami, FL (Metropolitan Area)","Philadelphia, PA",1013,2539,187.31
1545,2013,2,"Miami, FL (Metropolitan Area)","Philadelphia, PA",1013,2222,168.29
1546,2013,3,"Miami, FL (Metropolitan Area)","Philadelphia, PA",1013,1834,171.49
1547,2013,4,"Miami, FL (Metropolitan Area)","Philadelphia, PA",1013,2141,192.8
1548,2011,1,"Miami, FL (Metropolitan Area)","Phoenix, AZ",1972,768,238.08
1549,2011,2,"Miami, FL (Metropolitan Area)","Phoenix, AZ",1972,697,219.51
1550,2011,3,"Miami, FL (Metropolitan Area)","Phoenix, AZ",1972,502,220.99
1551,2011,4,"Miami, FL (Metropolitan Area)","Phoenix, AZ",1972,702,246.8
1552,2012,1,"Miami, FL (Metropolitan Area)","Phoenix, AZ",1972,742,268.08
1553,2012,2,"Miami, FL (Metropolitan Area)","Phoenix, AZ",1972,605,262.37
1554,2012,3,"Miami, FL (Metropolitan Area)","Phoenix, AZ",1972,444,238.07
1555,2012,4,"Miami, FL (Metropolitan Area)","Phoenix, AZ",1972,678,256.98
1556,2013,1,"Miami, FL (Metropolitan Area)","Phoenix, AZ",1972,775,276.27
1557,2013,2,"Miami, FL (Metropolitan Area)","Phoenix, AZ",1972,641,268.89
1558,2013,3,"Miami, FL (Metropolitan Area)","Phoenix, AZ",1972,444,273.84
1559,2013,4,"Miami, FL (Metropolitan Area)","Phoenix, AZ",1972,685,281.84
1560,2011,1,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2585,1512,270.42
1561,2011,2,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2585,1603,272.26
1562,2011,3,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2585,1360,268.34
1563,2011,4,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2585,1570,289.22
1564,2012,1,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2585,1596,287.1
1565,2012,2,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2585,1708,278.62
1566,2012,3,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2585,1507,264.92
1567,2012,4,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2585,1763,285.28
1568,2013,1,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2585,1645,294.53
1569,2013,2,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2585,1779,273.97
1570,2013,3,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2585,1604,272.03
1571,2013,4,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2585,1811,293.25
1572,2011,1,"Miami, FL (Metropolitan Area)","Seattle, WA",2724,626,266.38
1573,2011,2,"Miami, FL (Metropolitan Area)","Seattle, WA",2724,569,278.32
1574,2011,3,"Miami, FL (Metropolitan Area)","Seattle, WA",2724,502,282.96
1575,2011,4,"Miami, FL (Metropolitan Area)","Seattle, WA",2724,639,277.23
1576,2012,1,"Miami, FL (Metropolitan Area)","Seattle, WA",2724,642,281.38
1577,2012,2,"Miami, FL (Metropolitan Area)","Seattle, WA",2724,600,295.74
1578,2012,3,"Miami, FL (Metropolitan Area)","Seattle, WA",2724,537,283.36
1579,2012,4,"Miami, FL (Metropolitan Area)","Seattle, WA",2724,622,287.94
1580,2013,1,"Miami, FL (Metropolitan Area)","Seattle, WA",2724,636,297.83
1581,2013,2,"Miami, FL (Metropolitan Area)","Seattle, WA",2724,662,285.56
1582,2013,3,"Miami, FL (Metropolitan Area)","Seattle, WA",2724,571,304.12
1583,2013,4,"Miami, FL (Metropolitan Area)","Seattle, WA",2724,631,297.72
1584,2011,1,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",1057,1490,300.55
1585,2011,2,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",1057,2299,275.16
1586,2011,3,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",1057,2445,263.71
1587,2011,4,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",1057,2334,265.96
1588,2012,1,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",1057,1738,282.01
1589,2012,2,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",1057,2423,291.91
1590,2012,3,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",1057,2517,279.82
1591,2012,4,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",1057,2224,278.04
1592,2013,1,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",1057,1682,307.2
1593,2013,2,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",1057,2247,316.23
1594,2013,3,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",1057,2207,328.72
1595,2013,4,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",1057,2276,300.93
1596,2011,1,"Minneapolis/St. Paul, MN","Orlando, FL",1310,2191,179.98
1597,2011,2,"Minneapolis/St. Paul, MN","Orlando, FL",1310,1409,178.43
1598,2011,3,"Minneapolis/St. Paul, MN","Orlando, FL",1310,1059,161.77
1599,2011,4,"Minneapolis/St. Paul, MN","Orlando, FL",1310,1481,189.58
1600,2012,1,"Minneapolis/St. Paul, MN","Orlando, FL",1310,2113,211.47
1601,2012,2,"Minneapolis/St. Paul, MN","Orlando, FL",1310,1396,196.48
1602,2012,3,"Minneapolis/St. Paul, MN","Orlando, FL",1310,1019,175.55
1603,2012,4,"Minneapolis/St. Paul, MN","Orlando, FL",1310,1531,190.78
1604,2013,1,"Minneapolis/St. Paul, MN","Orlando, FL",1310,2115,214.25
1605,2013,2,"Minneapolis/St. Paul, MN","Orlando, FL",1310,1382,198.17
1606,2013,3,"Minneapolis/St. Paul, MN","Orlando, FL",1310,877,201.02
1607,2013,4,"Minneapolis/St. Paul, MN","Orlando, FL",1310,1547,190.37
1608,2011,1,"Minneapolis/St. Paul, MN","Philadelphia, PA",980,498,270.96
1609,2011,2,"Minneapolis/St. Paul, MN","Philadelphia, PA",980,735,263.0
1610,2011,3,"Minneapolis/St. Paul, MN","Philadelphia, PA",980,751,275.51
1611,2011,4,"Minneapolis/St. Paul, MN","Philadelphia, PA",980,616,304.94
1612,2012,1,"Minneapolis/St. Paul, MN","Philadelphia, PA",980,469,323.42
1613,2012,2,"Minneapolis/St. Paul, MN","Philadelphia, PA",980,632,334.91
1614,2012,3,"Minneapolis/St. Paul, MN","Philadelphia, PA",980,689,289.11
1615,2012,4,"Minneapolis/St. Paul, MN","Philadelphia, PA",980,591,307.29
1616,2013,1,"Minneapolis/St. Paul, MN","Philadelphia, PA",980,435,333.36
1617,2013,2,"Minneapolis/St. Paul, MN","Philadelphia, PA",980,650,340.19
1618,2013,3,"Minneapolis/St. Paul, MN","Philadelphia, PA",980,637,351.39
1619,2013,4,"Minneapolis/St. Paul, MN","Philadelphia, PA",980,576,345.33
1620,2011,1,"Minneapolis/St. Paul, MN","Phoenix, AZ",1276,2390,187.72
1621,2011,2,"Minneapolis/St. Paul, MN","Phoenix, AZ",1276,1527,176.38
1622,2011,3,"Minneapolis/St. Paul, MN","Phoenix, AZ",1276,1185,175.72
1623,2011,4,"Minneapolis/St. Paul, MN","Phoenix, AZ",1276,1665,189.76
1624,2012,1,"Minneapolis/St. Paul, MN","Phoenix, AZ",1276,2331,192.98
1625,2012,2,"Minneapolis/St. Paul, MN","Phoenix, AZ",1276,1420,199.1
1626,2012,3,"Minneapolis/St. Paul, MN","Phoenix, AZ",1276,1078,198.18
1627,2012,4,"Minneapolis/St. Paul, MN","Phoenix, AZ",1276,1574,202.46
1628,2013,1,"Minneapolis/St. Paul, MN","Phoenix, AZ",1276,2172,212.04
1629,2013,2,"Minneapolis/St. Paul, MN","Phoenix, AZ",1276,1425,200.83
1630,2013,3,"Minneapolis/St. Paul, MN","Phoenix, AZ",1276,1086,209.17
1631,2013,4,"Minneapolis/St. Paul, MN","Phoenix, AZ",1276,1799,171.26
1632,2011,1,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",1589,1000,291.52
1633,2011,2,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",1589,1426,278.55
1634,2011,3,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",1589,1515,269.71
1635,2011,4,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",1589,1318,276.01
1636,2012,1,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",1589,1078,292.42
1637,2012,2,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",1589,1409,294.68
1638,2012,3,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",1589,1598,283.26
1639,2012,4,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",1589,1307,290.94
1640,2013,1,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",1589,1070,314.75
1641,2013,2,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",1589,1440,313.17
1642,2013,3,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",1589,1609,296.02
1643,2013,4,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",1589,1419,287.06
1644,2011,1,"Minneapolis/St. Paul, MN","Seattle, WA",1399,523,246.1
1645,2011,2,"Minneapolis/St. Paul, MN","Seattle, WA",1399,958,232.66
1646,2011,3,"Minneapolis/St. Paul, MN","Seattle, WA",1399,1282,231.19
1647,2011,4,"Minneapolis/St. Paul, MN","Seattle, WA",1399,784,236.86
1648,2012,1,"Minneapolis/St. Paul, MN","Seattle, WA",1399,514,259.65
1649,2012,2,"Minneapolis/St. Paul, MN","Seattle, WA",1399,994,230.74
1650,2012,3,"Minneapolis/St. Paul, MN","Seattle, WA",1399,1330,222.75
1651,2012,4,"Minneapolis/St. Paul, MN","Seattle, WA",1399,895,221.37
1652,2013,1,"Minneapolis/St. Paul, MN","Seattle, WA",1399,624,221.91
1653,2013,2,"Minneapolis/St. Paul, MN","Seattle, WA",1399,969,243.4
1654,2013,3,"Minneapolis/St. Paul, MN","Seattle, WA",1399,1256,242.83
1655,2013,4,"Minneapolis/St. Paul, MN","Seattle, WA",1399,914,233.84
1656,2011,1,"New York City, NY (Metropolitan Area)","Orlando, FL",989,8790,151.82
1657,2011,2,"New York City, NY (Metropolitan Area)","Orlando, FL",989,10160,159.45
1658,2011,3,"New York City, NY (Metropolitan Area)","Orlando, FL",989,10560,150.47
